,Tweets,id,subtask_b,subtask_c,
3518,"""The Shirley/Annie subplot is one of my favorite plots of the show. Abed's ""subtle influences on the whole situation are awesome.\n\n""Say your ass is on the line.""\n""<i>My ass</i> is on the line!""\n""Say you just got off the phone with the mayor.""\n""I </i>just</i> got off the phone with the- what, the mayor, stop doing that!""""",,UNT,,
3519,"""Kwaartz - do yourself a favor.  Go to Africa and look at the cultural achievements there  before the white man came: no wheel, no reading or writing, no bridges, no buildings other than mud huts that look like bird nests.\n\nThen tell me if you are proud of your African culture. Far better to be proud of US culture methinks.""",,UNT,,
3520,"""To duxburian:\xa0 Well, Eisenhower and the man behind him is John Foster Dullus, I do not know who the\xa0Asian man is.\xa0 So what ??\xa0 Do you have any point to make ?\xa0 Do you like to play picture I. D. ?\xa0 In all due\xa0respect to you duxburian a lot of your posts are\xa0puzzling as to what point you are trying make.""",,UNT,,
3521,"""I think you're still tired, either that or you just didn't proof read and wrote it out too fast. ""shelby was beside herself when she got to drive her intoxicated brothers home ????\xa0\n\nof course we all know you meant UNCLES\n\nI am so glad yall had fun. I think everyone of you needed that even the girls! especially bobby.""",,UNT,,
3522,"""He's never looked into McKenna's spending spree. Such as the shiny new storefront\xa0offices the AG rents at exorbitant rates from buddy Putnam in Tacoma. This has nothing to do with republican/democrat. It's all about buddies having each other's back and making well for themselves - the definition of corruption and collusion.""",,UNT,,
3523,"""You certainly are as 'right wing' as they come, aren't you?\\xc2\\xa0 Way to blow your own cover.\\xc2\\xa0 Do you know what Romney's best quality is?\\xc2\\xa0 He's NOT Obama.\\xc2\\xa0 For someone who lectures on gender tolerance, you sure like to bash others' religions.\\xc2\\xa0 I thought I smelled a hypocrite in our midst.""",,UNT,,
3524,"""Roman caught my attention last year at the ims, the shame is his bikes get mixed in with a bunch of busa's with extended swing arms and airbrush jobs. His level of fab work, fit and finish can compete with any other full customs ive seen and deserves the respect of any other bike builders he just choses a differnt canvas\\n\\n """,,UNT,,
3525,"""@big_o_other That dynamic has been clear since the teabaggers threw their first tantrum in January of 2009 and Rush declared that he wanted the president to fail.\\\\n\\\\n \\\\n\\\\nThey want the economy to suck. They NEED the economy to suck. This explains their otherwise puzzling legislative choices over the past three years.""",,UNT,,
3526,"""Listen: \\xc2\\xa0I am anti killing, but I am not anti guns. \\xc2\\xa0I am anti DUI, but I am not anti cars. \\xc2\\xa0I am anti dog bites, but not dogs. \\xc2\\xa0I am anti shop lifting, but I am not anti merchandise. \\xc2\\xa0I could go on and on. \\xc2\\xa0I am anti gay marriage but not anti gays. \\xc2\\xa0Get the picture.""",,UNT,,
3527,"""The marital act, the procreative act, the union of the sexes, the life giving, life creating method through which the human race is perpetuated and new life is created....\n\nReduced by ""cewubacca to """"The exchange of orgasm"". Mutual masturbation.\xa0\n\nWhat a brutalised, desensitised, barbaric, dehumanised society we live in.""",,UNT,,
3528,"""@FamousOriginalLucas i imagine spending a thousands of dollars on a product that people keep saying sucks is probably not that fun.  I am surprised he lasted this long.  Also, the name calling was way over the top.  Ted can be tough to have a convo with, because he often wanted to win at all costs, but still, i dunno...whatever.""",,UNT,,
3529,"""I like politicians who wear their biases on their sleeves *much* better than the slick ones, who say only what the crowd before them wants to hear.\n\nLike *both* Presidential nominees this go round, and like Governor McDonnell of Virginia.\n\nMcDonnell has his vision set on higher office, and doesn't want to fuck it up right now.""",,UNT,,
3530,"""and once the power is gone there is no more gas for cars\xa0 mean no emts\xa0 no hospitals\xa0\xa0 the store are closed\xa0\xa0 and yes berry is doing this\xa0\xa0 and all the time zooming around in a jet\xa0 that leaves a carbon foot print we could never match\xa0 oh and moocle has a jet also\xa0 and 4 fighter jets to protect her""",,UNT,,
3531,"""They have historically been completed unable to get the REAL THREAT off the road so they're going to pick some very low hanging fruit here. Inept lawmakers. Inept politicians. And sheeple for police who are going to LOVE ""enforcing this new law. They can't enforce the laws we have now that matter, so I guess they need some new ones.""",,UNT,,
3532,"""No you are not ""born craving something deviant, by definition. It\\'s a dumb argument. However, as I said, sick deviants have a right to do as they wish in their bedroom. But it is deviant, and abnormal, and they need to keep it out of everyone else\\'s face. All I am saying. Enough with the disgusting gay pride parades, etc.\\xc2\\xa0""",,UNT,,
3533,"""Brown dog:\n\nRemember that you thought that............. while the crowds gather on the streets.......... Greece, Spain, France, Quebec Canada  etc etc etc ....... It is not only a dynamic that will occur in the US but is already occurring, where people want their rights and the real culprits of the financial disasters held accountable!""",,UNT,,
3534,"""\\xc2\\xa0I would expect nothing less of pop-stars who suddenly feel the need to perform their satanic rituals on stage. Really nice one by the Babylon whore Madonna at the Super Bowl as well, complete with Eye of Horus and Baphomet poses. Or Lady Gaga doing a blood ritual at the MTV awards, that was a classic.\\nStrange times we live in.""",,UNT,,
3535,"""I agree to a point.\xa0 I beieve that a lot of today's violence is due in part to the change we all got in 2008.\xa0 People are desparate and many are willing to do the unthinkable.\xa0 I can't imagine what would make a father do this in front of his children, though.\xa0 This is something they certainly,\xa0didn't need to be present for.""",,UNT,,
3536,"""GALLUP DAILY\nMay 24-26, 2012 \u2013 Updates daily at 1 p.m. ET; reflects one-day change\nNo updates Monday, May 28; next update will be Tuesday, May 29.\nObama Approval48%-\nObama Disapproval45%-1\nPRESIDENTIAL ELECTION\nObama47%-\nRomney45%-\n7-day rolling average\n\n It seems the bump Romney got is over and the president is on his game.""",,UNT,,
3537,"""@Natesweet\xa0\xa0@Preparation_A\xa0in fairness they both have a fair point LKP has shown an inability to be objectionable when it comes to the Lions, and Drivel can get a bit preachy at times, but at the same time all the people that write these articles at least deserve the respect that you read the article before making a snap judgement""",,UNT,,
3538,"""In my area the scrap men and women are around everyday sometimes one in the morning and a different one in the afternoon,that includes weekends. If you leave anything on the path it goes. I left a spin dryer for my cousin to pick up on the driveway when I went to work,before he could pick it up the scrap people opened my gates and took it.""",,UNT,,
3539,"""@hamm5 @DawgJamFan I\\'m not sure their is a ""prototype build for the rush OLB in Grantham\\'s scheme.  It is basically whoever can get to the QB best.  I think Jenkins definitely projects outside as well as Floyd.  JHC could definitely play outside, but I think he is the only one in this class who could also lock down the inside as well.""",,UNT,,
3540,"""""If this is true, it\u2019s hard to imagine that such a cavalier attitude towards a question like this one wouldn\u2019t have infuriated liberals and Democrats if it had been exhibited by George W. Bush.""\n\nI don't know.  This liberal would have been thrilled if Bush had followed through on his ""dead or alive promise regarding bin Laden.""",,UNT,,
3541,"""It is obvious that \u201cAmerican Idol\u201d has turned into a popularity contest with a huge female viewer base. As proof: For the past three seasons, the \u201ccute guy\u201d has won over the much more talented female runner-up.\n\nWho cares?\nRead more here: http://www.kansas.com/2012/05/29/2348887/opinion-line-may-29.html#storylink=cpy""",,UNT,,
3542,"""@Ritual Reality No I am simply saying that back then a lot of people said stuff like this. Theyre old conservative dudes. It just isnt that way anymore. I am sure Pat Buchanan and GB senior talked smack on blacks, its just the way it was. Nothing to do with me or anything I belive in I swear, I am just stating the facts of a different time.""",,UNT,,
3543,"""Is ""The Five shot on location in an old folks home? \\xc2\\xa0I think they were pretty bang opinion-wise, but geez!\\n\\n\\nComing up next on The Five, ""Teenagers on Skateboards - Scary or Silly?"". \\xc2\\xa0But before that, we\\'ll remember the good old days by talking about how television in the 50\\'s was more wholesome than it is today.""",,UNT,,
3544,"""\\xc2\\xa0Supposedly, a very rare pattern in the ""C position, or sometimes referred to as the ""bullish doggy-style manuever"", take your pick!\\xc2\\xa0 LOL!http://www.screencast.com/users/hoof_hearted/folders/Default/media/63e5082f-2692-4214-865c-4701ba356a88Very suspect, though!(*if someone has posted this, my apologies, I\\'ve not seen it)""",,UNT,,
3545,"""@douglass: because arabs fight back with AK-47s while afro-american negro's complain alot & walk around with peace sign say crappy words with no action behind it like ""no peace no justice"". the reason way the whites pick on you negro's alot [like a bully at a high school] is because you're still a ""P to the klans from the south. WHITE POWER.""",,UNT,,
3546,"""\\xc2\\xa0If you take out the fags and booze and such like, leaving say\\xc2\\xa0 \\xc2\\xa3170 per week say and then recognise that they are feeding 8 people then that doesn't seem too extreme (\\xc2\\xa33 or so per day per person).\\n\\nI've no sympathy though because they should be spending their money more wisely given their circumstances.""",,UNT,,
3547,"""The fact that against Spurs, Balotelli should have got a red card for stamping, and Lescott for a forearm smash, doesn't alter the fact that against Liverpool, City were robbed. They didn't get a penalty they should have got. And had a penalty given against them that was never a penalty. I'd have been pig sick if that had happened to Arsenal. """,,UNT,,
3548,"""""When Is Bush going to be asked to campaign for Romney. When he does I'll buy you a dinner. I wonder why Bush is NOT  wanted.""\n\nThe BETTER question is why a SITTING PRESIDENT LIKE OBAMA IS NOT WANTED!\n\nNotice he did 7 fundraisers the weekend before the vote all around WIsc. NEVER stopped in WISC.\n\nNotice NO ONE wants his help campaigning?""",,UNT,,
3549,"""hahaha today a group of Argentine veterans from the Falklands war beat the crap out of a senator of the peronist party, the party in power right now, for using them for political purposes. The people in Argentina are getting tired of this ""show the politicians are doing to distract the Argentine population from other far more important problems.""",,UNT,,
3550,"""Totally agree on the Mamamia thing.... not specifically re baby bodies, but I just feel like everything on there seems quite judgy/one sided these days. Too many cat fights in the comments as well. \n\nI really am going to miss your posts but I am SO happy for you and your new writing journey! You're going to rock the shit out of it, I'm sure xxx""",,UNT,,
3551,"""ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0\nELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0\nELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0\nELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0\nELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK\xa0ELECTR\u03dfC SHOCK""",,UNT,,
3552,"""Who gives a rat's rump what Geithner says or thinks? Really! He has proven to be an incompetent Obama puppet and his failures are stacking up faster than pancakes when Rosie O'Donnell raids her local Waffle House. \\n\\nThis guy is going down faster than Janet Napolitano when Elena Kagan comes to visit. (Sorry for the visual. It made me puke too).""",,UNT,,
3553,"""What a terrible woman, she has no idea how childish she sounds. Not to mention, she thinks she is far better looking than she is. She looks like a very rough pre  op trannie.  Why are these people never infertile? Not that I'd wish that on anyone, but you have to wonder what future generations will be like if things like this are allowed to breed!""",,UNT,,
3554,"""If you had a login, you can find for yourself that Apple did not invent nor is the technqiue used to pack in more pixels new, on DisplaySearch:\n\nhttp://www.displaysearch.com/cps/rde/xchg/displaysearch/hs.xsl/index.asp\xa0\n\nThe technique here along with the iPad was invented by engineers in Sharp & a japanese display materials manufacturer (JSR)""",,UNT,,
3555,"""WOW... \\n\\nA blogger who calls others names...\\n\\n\\n...perhaps you are a blog whore...  \\n\\nPeople usually talk best at what they are very familiar with...\\n\\nGreat conservation... \\n\\nObviously you live in your own head...\\n\\nRead your very inane comments.\\n\\nLet's see what Alinsky talking points are you at... \\n\\n\\n\\n#5 or #10?""",,UNT,,
3556,"""Oliver Stone\\'s kid or babies daddies uncles\\' brother\\'s cousin..is not news. Who cares what\\xc2\\xa0religion\\xc2\\xa0he is(I would like to be him when is ""New brothers hears the comment he had not abandoned Christianity or when the change his mind about his Jewish blood. (Not talking about Muslims in General just the ones that blow stuff up)""",,UNT,,
3557,"""""All we want to do is adopt a highway, said April Chambers, the chapter's secretary. ""We're not doing it for publicity. We're doing it to keep the mountains beautiful. People throwing trash out on the side of the road ... that ain't right.""\n\nTell your family to stop throwing themselves on the side of the road and to lay in the middle of the road.""",,UNT,,
3558,"""Disappointed by the casting of the role of Maleficent! I had hoped that it would go to someone better other than this homewrecker!\n\nI certainly don't like it when the bad guy is deeper than we thought! \n\nJust because you show a story as to how a person became evil (such as in this case Maleficent or Wicked) doesn't make them any less evil! Idiots!""",,UNT,,
3559,"""Good man! If you're going to do something wrong do it right! People say that swearing suggests a limited vocabulary, I swear like a sailor on leave and I speak 9 languages with some degree of fluency, at least it's not a national scandal over someone saying 'bugger' or something pre-watershed. A good hefty expletive now and again on TV brightens it up""",,UNT,,
3560,"""This article isn't only talking about the rape.\xa0 It's talking about what happens to the victim of a rape among her own family.\xa0 \n\n""You had some nerve to allow yourself to be brutally raped and tortured by those five grown men.\xa0 You have brought shame to this family and we will do everything in our power to have you ostracized and even killed.""""",,UNT,,
3561,"""This country is broke.\\xc2\\xa0 Economy is in a tank.\\xc2\\xa0 People are unemployed.\\xc2\\xa0 All New Jersey's Senate cares about is Gay Marriage.\\xc2\\xa0 Can gay Marriage fix this country economy ?\\xc2\\xa0 Can gay marriage stimulate jobs in New Jersey ?\\xc2\\xa0 Can Gay Marriage seriously benefit the general public of heterosexuals ?\\xc2\\xa0 """,,UNT,,
3562,"""Syd Barret was mentally ill. he was bipolar with a mix of autism and schizophrenia. thats nothing fun my friend. he died at 60 years old and still lived with his old mother in the county in england and he rode his bicycle alot before he died. he was a friend of mine since 1968. I was in a band called Hawk Wind back then when we were musicians and friends.""",,UNT,,
3563,"""It's an immutable fact of life that when politicians and their ""civil servants, \xa0who have never even run a lemonade stand, \xa0decide they ""like something that:\n\n1. The alleged BENEFITS are grossly INFLATED\n2. \xa0The alleged COSTS are grossly DEFLATED\n\nBecause it's GREAT to spend other peoples money which is confiscated by an act of parliament.""",,UNT,,
3564,"""The article really doesn't say much. Israel has an increasing number of illegal aliens\xa0to deal with. Got it. \n\nAppears that author Ghitis just felt compelled by her congenital left wing bias to write something that almost sounds negative about Israel\xa0as propaganda intended to morally normalize what moslems are doing every day in places like Syria.""",,UNT,,
3565,"""What he's really saying 'between the words' is the Democrats are very close to losing the Jewish vote in addition to losing the Catholic vote in 2012. Jews are, in a way, Obama's last hope for guaranteed votes.\\xc2\\xa0 Barry has already lost the moderate Catholics. Liberal, gay, secularized Jews & Catholics aren't a big enough demographic to carry Obama.""",,UNT,,
3566,"""I like the idea of charging gang members as members of a criminal syndicate. However, if all they do is lock up the leadership they just perpetuate the splintering that took place after the Feds did the same thing. That hasn't worked out so well.\n\nLA is the only other city that seems to have quite this pervasive a gang culture. What are other cities doing?""",,UNT,,
3567,"""but remember....this is the same guy who's logic said if we\\xc2\\xa0spend\\xc2\\xa0trillions of dollars, we would subtract from the debt.....and, if we divided wealth, it would multiply......and, if we Mirandized\\xc2\\xa0terrorists\\xc2\\xa0we wouldn't have to be cruel and blow them up silently from the skies\\xc2\\xa0\\n\\nthe man is a psychopath\\xc2\\xa0""",,UNT,,
3568,"""the difference is and this is a big one.....you and fellow trolls live and feed off our blogs( ND's blogs ) ""sharing your   opinions and comments ""....with no interest in talking positively about ND football like us fans....your sole purpose is to antagonize us......if you really think about it, you and your idol, Strike First are a pretty pathetic pair ...""",,UNT,,
3569,"""""But Jack from Raleigh wasn't done. He came back with this bit of furious grammatical genius:""\n""Holy hell, Jack. Calm down.""\n\nGOD D@MN HILARIOUS!\n\nWho writes your material GraziD?  \n\nMM never even acknowledged we were here (well accept when Uber ticked him off)  GraziD not only interacts with us, he calls you dumb when you're being dumb... right beeaner?""",,UNT,,
3570,"""....he should be punished in some way obiously, just because he's in the SAS shouldn't make him untouchable!! unquote\\n\\n \\n\\n \\n\\nHe has been punished plus he will get done by the army...in the Forces you get done twice...once by the civil courts then by military justice (if I may use those terms together as you are guilty until proven even more guilty!)""",,UNT,,
3571,"""Wow, Vicky<2, you finally got one right... Now you only need about 15,000 more to get out of the hole... But, you'll need to make sure you adhere to the definition of an opponent. If you compare the two definitions - that of an opponent as compared to the definition of an enemy - you seem to be better classified into the category enemy by the rote definition...""",,UNT,,
3572,"""When does an accident become an accident, such a question is best answered by the victim of such a misfortune. I bet if the victim happened to be your most loved one your perception of an accident would be totally different especially when you know there is arrogance on the part of these motorcade free riders. Would you in such a situation call yourself an idiot""",,UNT,,
3573,"""An interesting angle of organized religion is that religious persecution is never ok unless your defending your own religion.\\xc2\\xa0 You all aren't victims of religious oppression.\\xc2\\xa0 You are the oppressors.\\xc2\\xa0 BTW, i'm not gay.\\xc2\\xa0 I just love how you people try to defend your persecution of others while claiming your are being persecuted.""",,UNT,,
3574,"""Thats just a clich\xe9...and typical, baseless and silly accusation that homosexual advocates throw out there to try to scare off your adversaries. Whats next Im a homophobe? I'm a closet homosexual? I'm a bigot? LOL. Come on..you can do better than that can't you? That stuff is all worn out. Find something new to say about me. Lets see you be really imaginative.""",,UNT,,
3575,"""@meiguorenzaizhongguo I make no sense?! R u kiddin me?! Stick it to u're opinion, ok, respect that, but it make any sense that u're answer every damn post here...u cant change my opinion koz i just need it as every 32.000 as well sooooo, u got the point...u're mission here is to shit on other people and not accepting their opinion, wish etc. Calm the fuck down...!""",,UNT,,
3576,"""Wenger cos he only ever won a trophy with players he did not buy, when he had his own team (just the players he brought in) they have won an impressive ZERO trophies. Proof is in the pudding as they say.\\n\\nAs for Henry, he was once a semi-decent player but now his arrogance is only surpassed by his ego! He's a has been at best!\\n\\nPlease mind the gap Woolwich!""",,UNT,,
3577,"""First of all its the SCOTUS moron, and secondly the ruling by the 9th is \\nwritten for Kennedy bro, have you read it? It mirrors Romer v. Evans, I \\nwouldn't be so sure about your slap down, we only need one vote from the\\n Supremes and judging by their rulings on gay rights and equal \\nprotection in the past, Perry v. Brown is a slam dunk\\xc2\\xa0 for our side.""",,UNT,,
3578,"""You would hope so.  Unfortunately, when people are desperate and seeking a solution when there does not seem to be one, they want to believe in anything that will help their child.  I can't fault them for loving their child that much.\n\nOn the other hand, there are some people that will just believe anything a celebrity says, just because that person is a celebrity.""",,UNT,,
3579,"""I actually think this is 1 of the most 'sophisticated' outfits i have seen her in lol...  I used to like her years ago but she has went downhill in my opinion and will go as low as possible to get that frozen face in the papers... I would like to know who these 'katie price' fans are that she makes her millions from because certainly no1 i know admits to liking her...""",,UNT,,
3580,"""While it is normally hard to rejoin a serialized drama once you stop watching, nothing ever happened on this show. While it had a great cast and a refreshing atmosphere, this show was so slow that at times I thought it might be moving backwards. Two seasons could have easily been one. The episode is a day in the investigation idea was probably the shows biggest error.""",,UNT,,
3581,"""So they refuse to retract a letter- based on a lie- from the guy they hate- for lying to the American people? That is disturbing, dishonest, sleazy behavior on the part of Judson Phillips and is one reason I don't personally call myself a Tea Party member. If they keep this up, they will be a bigger joke to the left then ever and sadly a smear on conservatives values.""",,UNT,,
3582,"""@Flying Squid So, we turn our local police departments into para military units because a handful of cops didn't have M-16s and went against some baddys with mini-14s with the result of a handful being killed.  When was the last time that happened?  Next time you get pulled over by a guy dressed up in SWAT gear I bet you'll think twice.  It's happened, and it's wrong.""",,UNT,,
3583,"""another hot button election smoke screan. The realalty is WHO CARES.\\xc2\\xa0 The gay comminity should be allowed to have the same difficultries the rest of us go throught.\\xc2\\xa0\\xc2\\xa0 I agree with Christie put it on a ballot for the public to vote on.\\xc2\\xa0 This way repubs can do what dems do take no ownership of this.\\xc2\\xa0\\xc2\\xa0 really who cares""",,UNT,,
3584,"""""Significant - I think more like ""Massive Fraud""! All the more reason to demand a \\'picture ID\\' - either a drivers license of state issued\\xc2\\xa0and tell Eric Holder to go suck an egg since he thinks that requirement would be \\'racist\\'!\\nIt is past the time when we should \\'guard\\' one of our nations\\' most honored privileges!\\xc2\\xa0\\xc2\\xa0\\xc2\\xa0""",,UNT,,
3585,"""i believe in the mantra no risk no fun.. However, \\n\\nOn balance, I would have to fall in line with the do not do it camp on this one.. Having said all that there is an old snap of self on a dirt bike laying around somewhere with my young daughter clinging to me on pillion seat.. having fun but neither of us wearing crash hats..\\n\\ni guess we all have rash moments. """,,UNT,,
3586,"""Yet you know Mama Manzo is, even though Mrs Juicy had a co-writer the fact is, she STILL has three books out she was still on Celebrity Apprentice, she is all over these tabloids, she is popping up all over, what does Mama Manzo have, Black Water and three kids laying around eating all day and their gay man servant and family that wants her shipped off to lower Slobovia""",,UNT,,
3587,"""In fact, the stranges thing about the PC crowd is the way some of them obsessively abuse me as being autistic or at least suffering from Asperger's (though, admittedly some of them take it obsessive extremes).\n\nI wonder if the end justifies the means?\n\nPerhaps Mrs Clark would honour me with another of her ""odd replies?\n\nAnd share her views on such attacks with us!""",,UNT,,
3588,"""How did\xa0 this country elect so many crazies?\xa0 What is going on in America?\xa0 We used to be proud of this Country because we had something to be proud of, but now!!!\xa0 All we have are a few good people and a bunch of crazies!\xa0 Is there something in our water?\xa0 What is happening to the people in this country that makes them act like scott, brewer, walker etc?""",,UNT,,
3589,"""Boss\nInteresting the ""Mike Smith the failed banking idiot,\xa0 that was on here spouting his bullshit is all over the telegraph site bad mouthing John Key again.\xa0\xa0 He was the so called ""Well traveled. In New Zealand short term. Puzzled by its love affair with neolibeerals"", fool.\n\nAnother died in the wool labourite pompous twat.\xa0\xa0 I like the article though.""",,UNT,,
3590,"""So if they look ""normal to you and they commit a crime, then what? I'm ""not on board. You're ""way off. Of all the ridiculous nonsense to base your judgment on someone by ""how they look. I'm surprised you'd let people know how your ""thinking process works. Pretty pathetic, and part and parcel of the kind of nonsense that has surrounded this case from the very beginning.""",,UNT,,
3591,"""In my opinion, the odds are that, prompted by Tel Aviv, the NeoCons, and Christian fundamentalists in the Pentagon, a Romney Administration will attack Iran and commence a hundred year global religious war which everyone will lose.\n\nRegional alliances, constant combat, and widespread poverty will not be unlike the conditions described by George Orwell in his book, ""1984.""""",,UNT,,
3592,"""To add this silly insult to injury and mask over it by calling for a debate on 'dignity at work in Parliament' with the undignified reputation these MPs have earned theirselves in recent past is hardly very fitting.\\n\\nNo wonder the country is the way it is with this sexless old bat calling the tune on such trivial matters at times when more pressing issues need addressing.""",,UNT,,
3593,"""@Asthmagirl\xa0Normally I don't support Booing ex-Seahawks. Guys like Heater will get booed for taking the money the Saints offered, but I don't think you can blame a guy for talking the big contract when the Seahawks were matching it. Brown is just a different story. They guy is just such a immature and stupid little man. All the ""slave to the businessman garbage, holy cow.""",,UNT,,
3594,"""I love news such as this because it scares off all of the trolls. Even they will not try to defend something so blatantly wrong. Then again, logic doesn't apply for them so there will probably be one on here soon. Who do they think has an extra $20,000 sitting around to donate to them? We aren't all Soros. Why don't they suck his resources dry before they go after my pittance?""",,UNT,,
3595,"""It is bad!\xa0 I can't even begin to reflect and do justice to how much damage this program has caused children-\xa0 I was dealing with kids in and out of foster care- know of many who were abused, lots on drugs and alcohol now because of abuses- NO ONE CARES- give the fosters $ and close the door- if you have a working fire/smoke alarm and lock up your guns you are GOOD to go""",,UNT,,
3596,"""yeah well director interpretation isn't always the best insight for things like this, especially with something with such a rabid fan base. On top of that i think they are condensing more than i would have liked...even if the golden age was kinda meh in comparison to the drama going on now, i would have at least liked for them to show them doing their thing on the battle field.""",,UNT,,
3597,"""""I feel sorry for other grandparents that didnt have love and respect of their grandchildren.""\n---------------------------------------\nHold it right there, grandma.\n\nIs a hug ""love, or is it ""respect""? A child can show you proper respect without hugging you. Your inability to discern the distinction between the two is what's holding you back from understanding this column.""",,UNT,,
3598,"""You mean ""clacking back at him? LOL  He's someone TYPING to you.. on a computer.. somewhere...  He as NO relevance on your life nor in your life. And you choose to let him impact you as if he does. My action or NON action, rather comes from me KNOWING what I could do to somebody if I get mad. And knowing that I CAN'T do nothing about him because he has NO bearing on my life!!!""",,UNT,,
3599,"""I don't agree with that either; Melissa I am born and raised here and I have seen first hand how this department and the judicial system work hand in hand. Mr. Small as you so elequently put it is a drug dealer but a majority of the upper class around here are; I could name a few but I won't we are profiled because we are not supposed to have nice things or money point blank....""",,UNT,,
3600,"""@gdlow The fact that he was picked in the 7th round should have no bearing on the decision. He was stuck behind JaMarcus Russell for three years and his stock drop was strange to say the least. Irrelevant through, you have to look at the fact that he worked with one of the game's best QBs and best QB coaches for 4 years. Not to mention that Philbin knows how to make him succeed.""",,UNT,,
3601,"""@DougEngland I don't get it either.\\n\\nFlorio just said something to the effect that it was very calculated that Manning went to local media first; nothing specific about why WK, but since he had him on his show that day, it might have just been flattery. It was on PFT Live yesterday -- it's on iTunes or the PFT site. (Since he interviews WK, you might be happier not watching!)""",,UNT,,
3602,"""Sadly we cant really affod to let him go or Ally will need to bring in at least another 2 or thres stikers if he does. It was an awful game on saturday and really showed us up for how poor our finishing and strikers were. In time of desperation go back to the long hoofs up the park and all jela could do was try to head the ball on to nobody. He also was trying to many flicks.\\n\\n""",,UNT,,
3603,"""that sucks...plug in F550.....wake the fuck up\xa0\xa0 douch bags...i can see my new ramp truck having batterys in it....why dont you just put in a real large spring in it and wind it up just before you to on a tow...do you think we will run out of crude oil...i dont think so...the oil companys will just be making more money and the goverment is being controled by them...fuck heads!""",,UNT,,
3604,"""I agree with\xa0\u0648\u0639\u064a\u0634\u0647 \u0645\u062a\u0648\u0627\u0636\u0639\u0647 but the rest is a little vague.Perhaps your point about\xa0\u0648\u0634\u064a\u0639\u064a \u064a\u0633\u064a\u0631 \u0639\u0644\u0649 \u062f\u0631\u0628 \u0639\u0644\u064a needs a little expansion. Are you saying ALL the forces at work in syria pray to the same god? A jew god?\nWow. good point.""",,UNT,,
3605,"""A\\xc2\\xa0majority of Canadians can and has been wrong before now and will be again.\\n\\nUnless you're supportive of the idea that nothing is full proof or perfect so you take your chances and if we should inadvertently kill your son or daughter then them's the breaks and we can always regard you as collateral damage like in wartime - and sorry, but\\xc2\\xa0the cheques in the mail. """,,UNT,,
3606,"""George Stephanopoulos\\n\\nIs the son of a a Greek Orthodox Priest in Cleveland\\n\\nIm sure his father is not very proud of his son becoming a lacky supporting the Obama administration \\n\\nGeorge has been licking the boots of democrats for years \\n\\nI guess the gene pool comes from that great economic power Greece \\nThey are truly economic geniuses\\n\\njail is to good for him\\n""",,UNT,,
3607,"""Oh dear, now you will be sorry, in fact you will probably wish you had  never been born. If you had smuggled it into the UK and were unlucky  enough to get caught, you would have got a slapped wrist by one of our  weak judges. Asia is different, drugs are not tolerated, there are NO  human rights, sentences are long, prisons are real prisons not like the  UK world famous holiday camps!!""",,UNT,,
3608,"""To all those doom-and-gloomers, the chicken-littles who claim the sky is falling and that society is collapsing...Canada has had gay marriage nationwide for years. Where is the disaster? Where is the collapse and the persecution you're shouting about? Where is it? Please, show us some examples because it's starting to look like your threats and fears and warnings are nothing but HOT AIR.""",,UNT,,
3609,"""Holder and Obama will be hit back from all directions and 1000 times as hard. Dozens inside the DOJ and the WH who have dignity and patriotism will turn on them both like rabid dogs. This administration is goind down and right into federal prison. Nothing can stop it now. Nothing at all. The people are pissed off and out for heads.\n\nHolder = Peice of Shit\n\nObama = Fucked Up Sociopath""",,UNT,,
3610,"""You aren't Zobiana's Healing Temple for one thing because I am.....so I guess we know who the friggin' liar is here asswipe.\xa0Luana is lucky to be far away from that nasty Perry family and considering that DP is an abusive POS and thief as well\xa0 it is probable that the whole famiy is a creepy mess.\xa0 I am starting to hear banjos playing just thinking about those nasty Perry people.""",,UNT,,
3611,"""pretty much the same thing happens\xa0to most of the animals in factory farms. This keychain business is horrible, but remember so are battery chicken farms, dairy farms and so on. know how food and clothes and everything you use is produced. Often there are animals that suffer to produce those things. utilize the internet, know the truths! It will change your diet and the way you live :-)""",,UNT,,
3612,"""school lunches suck the big one and are the most unhealthy choices available... who do they think they are to try to tell anyone they have healthier lunches at school??? our school lunches are so ridiculously high in fat and sodium... not to mention processed foods are the majority of what they serve. I would never let my child eat school provided lunches unless they did a major overhaul! """,,UNT,,
3613,"""When did I ever say you're not supposed to like other wrestlers? You can like whoever the fuck you want, I'll just make fun of you a few times about it. And besides you're criteria for people you like is simple too ""root for guys who are hardly featured and hate everyone that everyone likes LOL and I don't even like Punk so why would I care that other people should? \n\nGame set and match.""",,UNT,,
